value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,value_16,value_17,value_18,value_19,value_20,value_21,value_22,value_23,value_24,value_25,value_26,value_27,value_28,value_29,value_30,value_31,value_32,value_33,value_34,value_35,value_36,value_37,value_38,value_39,value_40,value_41,value_42,value_43,value_44,value_45,value_46,value_47,value_48,value_49,value_50,value_51,value_52,value_53,value_54,value_55,value_56,value_57,value_58,value_59,value_60,value_61,value_62,value_63,value_64,value_65,value_66,value_67,value_68,value_69,value_70,label
81,70,80,61,51,51,70,74,55,62,71,66,71,62,51,70,60,44,62,64,79,91,72,66,61,47,47,39,52,55,73,80,77,66,72,88,75,79,59,49,47,67,72,80,80,68,68,60,60,75,73,55,64,75,67,73,69,69,69,72,87,80,68,50,67,77,61,60,68,51,1
63,50,65,69,53,70,58,54,56,71,80,90,70,68,78,65,63,68,67,75,95,80,74,74,66,72,62,75,75,73,64,74,69,51,58,77,61,70,88,72,60,43,54,65,55,55,57,75,75,77,65,80,61,81,72,61,71,75,61,47,51,54,49,67,74,74,64,67,50,63,1
27,40,35,47,34,28,26,29,29,36,42,60,78,71,90,71,73,78,70,61,73,76,72,65,61,81,80,61,61,74,77,72,78,74,77,57,53,67,63,81,68,51,69,72,72,73,75,57,73,64,78,58,70,56,65,67,82,62,54,34,45,51,69,73,72,62,80,69,61,79,1
41,30,41,59,75,80,81,100,97,89,100,88,83,96,85,88,77,82,95,79,62,70,71,75,65,64,67,77,81,65,75,77,73,54,35,41,42,38,50,34,26,22,21,20,28,19,20,7,25,9,29,33,23,43,33,44,61,58,52,48,51,49,65,49,67,50,30,39,35,50,0
40,36,46,60,75,86,69,76,62,67,80,78,66,55,75,60,68,62,81,75,55,47,41,47,64,62,77,69,54,61,67,56,66,78,76,74,90,73,56,74,74,62,61,65,61,64,75,93,77,80,66,57,62,55,38,25,34,14,31,29,28,24,43,23,40,29,45,57,75,77,1
13,14,26,30,31,40,32,43,59,57,71,79,65,79,97,82,75,82,62,62,68,69,59,47,36,54,64,75,85,72,91,98,96,80,90,76,69,73,73,81,91,90,100,83,91,87,67,78,58,41,40,59,75,68,61,42,42,50,41,38,55,75,86,87,78,78,65,72,73,68,0
76,65,79,67,68,59,74,68,52,65,50,39,56,58,60,67,83,77,59,46,42,51,67,65,72,67,76,80,69,64,53,42,58,68,75,89,73,65,58,61,49,34,23,41,61,46,63,71,74,60,60,72,83,65,75,70,56,44,64,62,80,77,61,64,47,64,60,80,100,80,1
28,12,5,22,33,20,10,6,15,32,39,35,45,32,51,55,43,24,18,3,17,36,19,14,25,14,21,36,27,33,52,33,25,36,46,41,52,63,76,66,55,49,45,64,61,49,53,72,65,69,70,79,78,78,89,87,87,98,100,86,77,97,91,88,88,80,80,67,86,72,0
36,46,40,47,57,56,56,62,60,75,66,80,92,75,95,97,89,90,99,88,87,72,82,80,62,51,40,40,21,39,48,55,52,45,43,62,77,97,88,87,100,83,83,81,95,82,83,100,97,84,65,64,48,57,54,56,37,53,64,44,62,42,52,70,57,39,30,43,47,62,0
95,76,67,75,55,43,58,73,53,49,45,48,40,58,48,53,58,77,90,77,73,65,49,44,56,45,40,47,34,24,41,61,81,63,75,57,45,65,58,56,38,45,60,73,63,58,54,66,72,59,68,74,87,73,63,71,75,57,63,58,65,62,80,63,46,63,62,52,35,53,1
52,36,38,55,44,49,35,32,30,11,25,28,10,23,8,14,27,27,24,36,31,31,47,28,9,7,3,16,28,35,47,57,56,73,63,78,68,86,71,81,98,80,77,65,72,54,56,45,29,10,25,27,9,28,24,44,56,63,47,67,69,57,42,27,15,17,13,3,9,14,0
77,63,50,68,80,63,79,72,87,77,60,49,58,65,52,54,61,64,62,81,69,71,54,57,69,59,60,74,63,76,63,56,68,88,80,79,63,68,57,59,71,67,54,72,65,58,63,52,70,76,67,55,64,54,62,81,80,70,66,57,76,76,67,62,68,61,74,75,62,63,1
48,56,52,65,83,80,66,50,37,52,39,20,20,27,43,62,62,82,73,64,56,39,57,37,49,42,60,69,57,76,82,73,54,62,56,60,70,56,73,77,58,72,80,81,76,60,75,71,67,68,51,44,39,35,35,29,45,44,64,51,50,70,72,78,68,56,54,48,34,54,1
83,63,49,58,51,64,52,38,57,61,50,30,43,37,38,36,28,31,32,28,44,62,72,54,74,85,73,71,80,67,66,72,65,46,58,43,49,63,68,70,78,76,74,90,77,61,49,41,23,6,20,34,34,30,37,31,39,33,50,40,52,62,70,69,61,68,56,75,95,78,1
71,81,73,77,78,73,69,64,66,59,56,72,57,68,68,67,65,85,71,77,61,61,45,62,75,70,76,63,73,92,74,72,72,71,64,44,47,34,48,58,72,73,56,39,45,52,39,20,24,30,11,30,48,58,68,59,77,79,76,79,77,90,74,72,64,61,72,72,67,50,1
39,28,44,49,55,73,77,85,82,83,88,93,92,92,92,81,68,49,62,53,50,46,40,22,22,20,32,22,19,29,11,18,4,9,25,42,28,8,3,15,34,22,27,14,19,26,15,30,49,64,74,61,53,69,78,72,86,68,76,79,81,69,50,44,55,52,60,79,61,73,0
91,75,59,50,35,55,60,73,63,50,44,46,54,55,73,85,71,74,71,56,62,74,76,62,46,59,77,97,78,75,79,61,43,46,58,72,77,79,60,55,39,49,52,59,66,84,64,56,53,64,78,58,40,52,50,40,42,43,37,31,39,45,31,32,49,37,44,48,61,42,1
28,37,41,56,61,69,86,77,63,61,57,55,44,43,31,32,33,47,55,42,47,44,58,62,82,62,57,75,70,71,62,75,60,79,62,79,86,73,66,68,59,47,61,71,67,87,70,50,41,57,46,46,28,20,30,24,26,33,52,52,49,30,47,65,63,51,36,18,6,22,1
30,39,36,25,18,36,38,29,20,34,39,24,40,34,52,50,69,71,86,78,88,93,83,80,92,79,90,73,93,91,77,91,96,87,89,70,56,46,33,25,36,56,69,66,60,63,63,60,53,51,43,38,19,34,39,40,39,47,44,52,58,72,80,65,81,85,85,95,82,77,0
28,20,23,31,22,25,28,12,29,17,33,47,45,52,32,51,68,75,65,65,64,50,30,30,16,16,11,20,22,15,2,20,4,6,10,28,28,19,33,15,35,33,13,33,52,61,41,24,7,11,27,10,11,16,17,32,32,52,65,84,64,63,65,52,45,63,51,40,59,47,0
85,90,70,79,62,55,52,43,60,75,70,50,32,50,64,58,75,70,66,79,68,58,65,71,88,85,94,86,81,62,61,52,60,47,64,63,77,95,90,92,73,84,80,83,97,98,100,87,89,89,87,97,94,80,83,70,62,44,57,49,60,74,74,54,35,40,22,25,30,17,0
27,14,25,21,29,16,15,27,13,3,12,21,24,6,20,15,25,34,27,13,17,20,36,24,41,42,23,26,13,11,13,17,8,21,18,30,27,37,54,65,55,59,71,88,75,65,66,69,89,85,76,87,81,76,77,84,83,95,84,95,92,99,79,60,72,84,76,85,97,89,0
31,21,13,29,48,66,69,72,91,74,76,75,62,73,68,52,56,46,58,59,39,48,54,68,86,68,50,52,50,58,41,24,19,19,35,37,57,75,72,64,65,62,69,62,56,55,41,48,61,81,67,57,66,56,44,55,52,63,78,58,69,69,71,61,81,70,64,62,51,44,1
27,45,62,81,70,63,60,69,57,60,63,68,54,67,58,76,72,58,56,41,61,59,67,74,58,70,58,56,64,72,91,78,72,66,54,64,78,66,70,85,78,59,65,67,69,55,67,71,72,65,83,73,64,47,56,36,32,30,46,43,40,52,46,61,76,80,72,60,78,58,1
75,87,77,74,77,60,69,59,41,47,64,70,67,77,70,83,71,53,35,26,43,45,28,23,19,30,25,18,1,18,26,35,50,68,69,53,68,52,41,41,36,37,34,39,44,46,28,11,28,46,53,68,66,78,84,74,75,69,79,75,58,58,56,63,82,69,61,76,76,69,1
60,66,73,91,76,71,76,62,42,56,72,74,77,84,79,66,73,53,48,60,75,70,66,82,71,56,54,72,71,64,52,64,64,50,66,49,42,53,40,48,38,58,62,82,71,76,65,69,51,42,39,46,38,40,39,30,35,32,19,8,6,17,1,18,29,16,12,29,31,34,1
32,14,7,18,9,3,16,25,38,53,46,62,68,58,58,66,62,68,71,85,73,56,46,57,46,44,24,31,48,55,53,53,33,45,43,49,33,32,31,34,20,19,39,31,51,69,89,80,67,67,76,75,80,64,72,86,69,67,67,71,55,69,67,72,85,78,64,76,75,62,1
74,64,81,79,76,75,69,62,70,54,60,73,58,71,75,61,76,80,92,80,63,50,37,52,56,49,55,70,82,65,68,58,45,54,69,79,80,60,73,62,67,51,71,69,76,63,76,80,65,57,43,42,29,49,65,67,73,66,86,68,73,65,79,62,52,65,66,54,35,27,1
48,68,85,68,67,67,70,56,43,33,21,6,8,17,13,17,2,18,36,22,17,19,15,14,7,15,33,46,49,63,63,66,82,77,73,81,78,68,50,47,42,62,42,48,58,65,84,90,78,95,78,98,92,89,94,95,78,95,86,80,89,82,69,76,86,67,61,80,67,51,0
62,51,39,29,41,56,61,67,84,85,90,91,75,89,70,84,72,69,60,42,39,56,42,54,39,36,37,55,43,57,59,50,53,72,60,52,71,67,53,49,52,33,47,54,52,64,64,53,41,58,43,57,54,52,36,40,30,19,17,36,41,51,62,62,59,56,36,29,16,2,0
89,86,83,80,88,88,69,80,89,81,88,92,78,86,73,83,64,61,61,77,94,95,93,93,86,78,92,90,73,73,76,68,69,71,67,66,77,96,93,81,75,65,81,100,83,100,96,81,75,82,84,66,66,74,69,72,83,93,74,74,66,70,55,56,50,47,57,47,51,71,0
80,99,79,66,72,57,70,62,44,40,50,65,74,74,82,73,54,34,15,18,33,44,24,41,29,19,36,42,46,55,41,48,47,61,64,57,56,75,75,87,68,60,72,62,67,70,74,69,62,48,49,39,45,26,35,51,48,38,52,55,55,71,71,82,74,61,74,75,73,71,1
10,26,37,24,22,13,15,11,13,17,28,21,24,24,41,43,29,35,39,50,34,21,21,32,39,21,36,44,48,59,59,63,46,45,41,22,18,35,27,19,34,17,35,29,35,19,10,21,24,24,37,47,67,62,68,69,52,60,49,57,76,84,91,71,52,35,23,6,8,13,0
17,17,21,29,34,30,43,57,65,73,88,79,74,69,72,80,75,58,70,72,77,71,83,79,77,61,55,40,56,59,74,77,59,78,70,81,71,74,55,74,67,72,55,51,51,67,50,61,50,61,68,67,66,49,59,48,30,39,41,54,66,47,66,67,73,58,56,62,82,70,1
9,21,20,37,19,35,44,59,55,66,55,68,74,78,73,62,82,80,77,78,73,65,55,63,65,68,65,64,80,72,65,75,75,75,66,53,67,87,80,67,66,78,78,70,71,79,77,62,73,71,91,76,80,74,80,80,78,65,52,42,54,45,54,51,41,43,60,52,71,87,1
76,61,75,65,45,25,11,11,28,36,49,35,45,25,41,46,54,68,84,73,57,66,49,35,34,41,27,17,14,8,24,34,15,8,27,30,15,11,17,16,29,49,58,44,39,54,64,54,52,45,39,26,17,24,41,33,30,44,52,51,64,46,65,79,89,92,78,66,62,48,0
22,39,52,47,63,76,82,77,77,74,60,80,69,74,61,49,58,61,79,63,51,62,66,73,75,77,58,48,44,32,41,60,76,70,70,71,78,94,74,72,68,70,52,54,46,46,56,65,85,77,80,76,68,53,54,62,79,75,93,78,67,73,66,77,71,64,53,73,66,75,1
64,69,66,49,64,81,71,56,65,46,63,58,49,66,82,71,70,77,65,50,60,67,73,70,75,65,60,49,51,65,80,75,68,75,79,84,64,68,77,73,75,74,68,68,60,60,69,62,61,63,70,58,52,63,44,28,38,24,21,1,10,2,12,31,46,62,54,67,70,86,1
46,55,43,51,58,55,66,67,50,53,63,57,67,76,73,73,68,86,80,79,65,70,77,74,79,71,91,74,58,67,59,55,75,64,54,58,76,84,64,64,78,76,80,73,66,48,49,64,72,59,45,38,58,69,76,93,75,66,47,30,38,54,42,44,48,60,45,52,32,45,1
40,38,19,6,10,21,11,9,27,20,35,34,45,32,22,3,5,12,9,11,16,25,29,19,1,1,1,20,9,27,44,42,61,57,48,29,16,33,25,25,23,36,45,44,41,41,56,42,26,14,18,1,4,13,14,8,21,37,36,46,32,52,69,63,77,73,79,79,98,99,0
39,46,38,33,47,38,48,68,63,72,79,63,77,59,44,58,66,53,57,53,71,51,34,54,38,48,48,68,60,63,73,71,76,61,81,62,56,47,67,79,76,61,69,79,78,95,76,66,79,65,79,69,80,74,79,71,63,81,70,61,48,44,57,46,58,65,81,74,79,76,1
86,79,80,63,46,44,54,60,62,55,63,73,71,78,83,80,70,78,59,75,67,65,74,62,56,74,79,83,79,70,57,48,38,28,34,27,34,29,39,44,53,72,64,70,56,76,58,46,62,66,61,72,78,80,78,76,61,55,75,78,83,66,73,77,62,46,54,36,26,23,1
67,64,81,63,47,50,63,81,84,99,94,90,71,66,81,67,64,49,56,74,87,95,78,71,55,59,77,64,58,56,46,45,60,57,50,67,71,66,63,43,62,42,22,22,26,32,21,12,28,39,51,38,43,63,44,58,71,56,66,68,59,66,60,58,49,30,20,37,54,58,0
53,70,78,64,67,73,54,67,81,62,59,76,71,79,68,54,42,56,70,65,77,72,66,77,68,86,75,63,51,64,77,78,71,60,80,67,73,69,67,55,57,45,62,68,86,76,74,67,80,76,75,75,75,73,75,66,62,82,72,70,79,71,78,76,75,70,58,70,77,61,1
71,53,53,39,44,63,69,84,72,60,56,49,68,68,61,50,48,32,26,46,52,61,77,90,71,78,63,43,28,40,32,44,60,61,77,58,56,57,44,29,44,64,71,70,66,51,49,65,69,81,71,54,65,72,68,77,67,54,54,57,75,78,59,64,63,82,77,62,47,36,1
80,66,74,79,61,80,68,57,66,59,54,63,66,83,78,74,65,70,61,70,80,72,54,65,76,65,61,76,62,81,75,73,62,75,64,63,76,65,85,74,61,68,74,79,76,60,75,55,69,66,46,64,67,63,53,49,49,35,52,63,77,79,70,79,80,99,80,77,63,67,1
57,68,53,46,62,43,55,39,56,55,61,48,67,63,72,67,79,77,65,74,89,73,66,59,52,51,68,62,65,67,55,50,63,44,30,26,41,60,78,86,70,80,79,71,74,62,79,72,74,84,69,53,40,47,47,60,78,61,44,59,59,44,61,80,67,52,57,65,83,63,1
75,74,61,62,66,73,58,68,67,54,36,44,62,50,63,72,90,77,59,63,74,55,42,24,7,21,30,35,31,35,15,19,20,27,47,56,62,80,78,61,81,80,78,60,64,54,60,52,50,54,66,66,82,65,79,67,49,37,39,59,42,29,24,32,36,40,54,63,81,67,1
47,28,39,36,28,12,26,15,25,38,54,63,49,34,16,13,3,21,6,11,28,19,36,17,11,7,2,18,21,36,55,56,65,74,61,74,62,61,80,84,82,66,56,50,37,35,37,43,62,73,78,84,82,90,76,96,76,74,90,88,100,94,89,91,77,82,93,84,71,55,0
53,68,53,73,78,66,79,79,64,82,65,64,66,60,52,48,53,65,57,77,67,87,70,55,52,61,69,60,67,51,53,50,54,71,63,43,62,71,53,50,68,82,77,80,65,66,70,66,79,73,64,48,33,31,12,7,22,36,33,46,41,55,73,77,70,87,67,59,47,31,1
88,75,69,89,74,76,80,90,83,91,93,82,70,62,73,93,73,53,69,88,85,100,80,95,99,87,88,95,100,99,88,70,51,67,77,89,100,90,81,63,68,61,52,57,52,39,46,32,26,46,61,48,37,31,28,44,64,78,59,60,54,70,88,72,66,72,67,82,99,96,0
40,31,41,55,54,61,42,48,30,30,16,33,45,60,56,41,41,58,71,62,53,50,35,27,37,41,44,34,46,46,64,67,66,54,64,71,88,72,88,77,88,84,99,82,74,73,90,88,89,84,69,59,48,58,55,66,86,89,82,77,85,89,76,80,99,91,89,78,58,64,0
16,16,11,14,4,14,6,8,28,13,31,47,62,52,47,66,77,58,49,60,51,60,74,72,52,36,32,37,45,28,19,35,42,44,40,42,47,67,52,41,51,69,61,66,56,53,43,59,57,38,42,23,5,6,22,24,20,34,22,19,23,18,13,33,18,14,25,45,62,76,0
63,51,64,67,63,73,67,74,68,64,67,59,59,63,61,43,46,46,26,36,22,33,48,30,10,12,10,23,9,25,31,37,22,21,22,27,47,58,60,40,55,55,48,46,50,38,58,66,47,57,67,60,62,72,89,84,71,62,42,61,54,61,41,42,49,41,28,14,3,19,0
1,8,25,25,40,39,19,32,46,58,68,85,70,62,69,56,75,66,59,48,49,66,63,59,67,86,73,56,63,54,44,51,60,46,35,36,49,40,22,21,39,45,54,71,78,62,77,73,63,81,62,64,54,71,66,68,61,54,67,77,86,75,70,70,80,72,68,56,40,27,1
31,23,29,9,25,41,31,19,7,14,30,33,15,27,7,6,26,11,27,18,38,52,41,29,31,40,41,29,27,14,4,5,19,18,29,27,12,5,11,24,8,27,14,27,43,60,76,73,78,73,74,76,58,40,31,33,23,31,16,16,34,50,40,30,34,32,43,30,21,41,0
42,57,77,66,83,71,62,60,57,59,44,62,44,64,75,71,78,73,73,58,75,59,57,39,37,46,36,25,39,48,59,51,70,64,73,58,75,70,88,77,70,64,78,75,62,55,72,63,81,71,77,58,50,39,41,45,40,46,43,36,28,48,51,70,63,83,79,79,67,76,1
59,53,48,37,25,20,12,10,20,21,30,36,28,35,37,43,44,36,56,66,69,65,59,78,73,59,52,66,68,57,37,27,47,30,46,44,61,63,66,58,69,49,50,67,78,96,91,77,69,84,84,79,67,50,54,49,38,27,37,41,29,36,29,13,10,6,10,1,16,20,0
54,65,74,59,73,76,74,76,88,70,52,70,51,69,77,79,71,76,76,68,64,57,62,60,49,40,31,29,9,22,21,38,57,59,51,65,76,77,74,72,87,67,80,66,80,79,70,58,77,72,65,49,62,81,62,45,27,12,25,12,27,20,36,52,50,43,63,72,90,79,1
53,43,36,54,59,58,57,41,21,11,15,10,29,36,49,41,45,47,62,53,34,33,28,21,2,17,16,4,11,13,1,9,21,18,32,45,44,25,8,27,44,30,31,30,44,27,26,40,52,52,45,55,56,65,73,88,96,82,93,85,77,70,55,50,70,70,65,49,52,32,0
69,76,68,85,80,61,68,67,72,80,73,66,76,64,71,65,52,61,81,78,72,67,52,56,47,67,78,83,75,58,71,58,75,73,70,70,78,63,75,73,66,77,70,66,83,78,61,70,64,58,44,26,38,25,45,56,62,79,77,74,74,71,71,54,64,76,71,61,45,39,1
61,78,61,81,67,63,72,72,76,77,78,76,58,55,72,84,76,58,73,63,50,50,53,37,55,70,72,73,61,80,72,74,56,52,61,52,56,51,58,59,53,49,59,64,83,75,58,64,52,39,52,56,59,69,64,73,81,63,49,33,29,46,36,44,58,64,61,41,54,51,1
86,87,88,68,83,75,66,58,48,45,46,26,9,9,3,8,9,18,5,22,38,22,24,19,5,5,12,7,3,23,10,21,18,5,6,25,26,27,44,61,67,79,89,96,77,73,87,72,80,82,75,63,57,74,78,77,78,64,61,57,50,55,74,85,93,80,66,54,45,27,0
91,79,82,81,73,80,90,72,88,86,72,54,73,82,92,84,72,85,86,92,91,93,99,79,64,70,81,98,99,98,98,90,96,87,96,78,70,50,56,57,60,62,76,64,70,56,59,54,56,42,61,62,70,69,85,70,80,86,74,78,95,75,67,83,89,87,82,75,58,76,0
41,49,43,42,53,45,31,26,15,2,19,38,35,48,48,48,28,22,11,27,41,45,56,66,55,37,38,55,36,38,58,77,80,91,95,75,81,73,89,75,83,87,85,65,79,74,61,47,47,37,42,36,21,37,20,19,21,37,34,49,65,59,76,57,67,52,50,67,61,73,0
94,95,100,89,91,74,93,74,67,86,91,92,85,82,69,84,74,69,63,82,80,67,63,60,41,57,60,56,50,53,55,61,62,54,45,59,66,55,44,47,54,72,88,76,91,73,54,74,91,93,84,84,92,75,91,90,96,81,80,100,81,64,75,70,53,60,67,87,88,75,0
2,1,20,14,15,32,34,17,20,31,17,1,5,14,30,47,49,35,53,48,36,54,67,77,63,44,29,42,38,43,34,33,53,67,81,89,84,94,81,73,78,79,66,85,71,55,35,54,44,55,41,49,58,58,76,96,82,81,82,90,83,66,48,36,20,3,1,18,36,56,0
97,79,69,61,51,70,72,79,62,81,62,79,72,76,78,68,80,70,80,68,52,57,53,69,88,77,63,61,48,56,55,71,75,80,74,62,73,88,78,59,54,72,57,65,70,51,68,80,73,58,51,55,36,35,15,18,19,25,36,48,57,57,57,49,59,71,60,72,73,71,1
61,55,68,81,77,77,72,61,66,67,77,70,79,79,68,63,61,67,79,63,58,50,68,78,68,57,74,82,71,67,68,49,43,28,8,9,4,22,10,15,14,30,39,59,72,81,61,59,78,70,66,69,62,70,57,75,63,67,84,70,75,73,73,64,52,32,21,14,26,42,1
77,84,74,76,70,74,66,66,80,64,58,72,55,71,89,78,74,77,66,50,56,55,54,56,76,70,57,67,80,73,68,61,41,50,51,32,42,61,47,40,50,54,68,73,90,76,65,52,62,42,54,71,60,73,62,66,82,72,70,64,57,47,32,32,27,15,34,18,6,26,1
1,12,5,21,2,15,22,31,21,29,11,13,13,3,10,4,14,23,19,1,15,2,18,22,29,38,30,12,3,13,26,9,16,28,15,16,31,33,14,9,27,28,41,29,41,58,71,85,90,76,82,73,69,69,70,75,93,85,87,96,98,94,100,99,85,68,78,87,97,100,0
90,78,83,87,72,72,72,92,98,88,87,83,96,94,96,97,92,92,84,97,98,88,74,85,77,88,86,89,80,99,83,90,86,95,92,82,76,91,98,87,86,95,77,91,97,95,100,91,84,70,67,74,64,77,91,82,73,67,86,84,73,60,61,61,60,44,24,30,45,57,0
80,70,71,79,83,76,69,50,42,24,33,30,45,45,43,38,45,28,22,2,16,16,20,33,29,13,5,7,13,30,13,23,23,23,8,24,34,32,49,40,33,24,18,19,28,47,67,51,35,20,23,5,5,1,11,26,26,25,5,7,15,17,29,16,26,33,46,51,43,59,0
74,62,70,68,83,79,65,46,35,31,45,38,56,75,56,72,69,69,60,78,64,77,68,86,72,64,70,52,58,64,50,67,58,64,63,65,77,89,77,71,71,79,68,66,69,54,74,62,56,40,45,43,45,29,48,56,51,65,72,87,76,60,52,35,35,34,39,26,10,7,1
36,41,51,51,53,43,62,48,63,61,61,70,56,45,45,47,53,47,65,73,81,76,85,71,78,78,87,68,61,76,59,73,89,88,69,68,53,64,82,79,89,98,82,74,54,39,57,70,65,70,62,45,60,49,38,44,38,52,57,70,76,59,50,70,72,81,93,88,95,78,0
96,84,83,66,77,72,86,79,78,93,78,85,78,60,63,70,56,50,54,40,43,33,48,42,31,39,30,33,19,29,29,36,44,64,80,78,87,91,100,100,97,99,81,70,57,42,23,38,32,48,52,46,33,19,10,28,23,37,39,52,34,15,30,38,26,40,43,24,5,19,0
71,65,69,74,70,65,78,80,73,59,61,78,70,74,59,59,64,49,69,52,55,71,86,76,73,67,58,54,59,76,60,43,56,61,81,71,53,65,60,65,73,58,56,61,68,87,77,63,47,67,67,77,80,63,61,61,75,91,79,69,77,73,55,38,20,35,32,43,33,44,1
10,2,21,39,43,56,50,46,47,59,44,41,50,32,42,33,22,37,22,32,47,59,48,65,70,65,68,88,91,79,83,85,67,78,67,81,82,75,79,73,82,92,85,72,59,69,85,67,79,70,81,92,92,82,71,91,80,85,77,65,77,87,78,80,84,92,72,69,89,80,0
88,74,63,77,61,69,50,53,69,76,71,79,68,76,64,74,76,70,77,77,80,77,68,87,73,75,59,69,73,67,80,73,74,57,64,44,46,58,57,69,74,67,67,74,58,59,79,68,83,78,77,80,74,56,60,69,77,61,81,64,66,71,58,57,54,55,66,64,47,31,1
21,17,27,24,23,35,31,11,21,23,16,21,1,5,4,23,42,31,23,39,58,52,59,71,91,76,58,71,51,60,51,62,76,76,95,78,72,52,61,51,71,51,35,28,43,49,32,39,58,54,56,73,92,79,63,48,64,51,34,52,34,52,58,73,88,77,78,62,56,57,1
82,66,65,73,77,79,78,79,80,100,80,64,52,37,57,45,56,41,24,10,25,45,30,15,35,34,24,26,12,16,28,35,39,24,32,36,48,65,69,71,64,66,61,64,69,79,77,88,73,74,56,75,66,76,80,62,77,63,69,79,93,80,68,79,73,54,63,77,65,56,1
78,58,44,54,71,91,82,81,89,99,100,100,94,76,68,78,68,78,92,100,83,85,79,96,83,100,82,84,84,68,72,61,52,63,64,74,87,96,97,94,84,98,95,75,88,69,53,39,36,37,45,52,70,70,63,67,47,47,58,67,54,71,86,69,72,60,40,46,58,66,0
71,72,91,79,73,66,58,52,54,68,71,53,66,69,54,59,53,52,34,49,62,57,45,38,44,37,34,51,63,57,47,51,61,52,43,44,52,53,63,47,67,85,72,78,75,78,68,67,63,51,50,70,83,80,65,45,42,39,51,46,29,22,38,53,66,85,75,72,53,43,1
63,68,75,80,60,73,62,54,50,52,63,73,56,72,71,80,75,66,86,70,56,39,48,68,49,38,48,53,69,80,68,61,59,43,62,47,65,49,55,42,41,49,68,82,66,53,46,40,58,61,65,79,77,61,81,76,73,66,59,79,74,68,50,50,61,81,79,62,63,67,1
18,14,14,33,44,56,63,48,56,40,59,72,84,64,68,79,61,59,72,62,57,57,42,46,26,17,36,34,45,54,73,85,75,57,56,71,71,61,54,59,56,65,84,67,71,71,54,48,29,40,59,42,53,51,55,68,49,66,47,60,60,79,71,74,91,80,67,76,74,72,1
35,44,33,46,45,65,82,66,62,68,78,79,72,74,62,63,50,65,80,83,77,71,74,64,75,62,73,69,67,62,54,65,66,76,76,56,61,81,67,58,76,70,58,49,57,71,78,79,79,66,62,72,58,65,64,54,34,33,42,60,46,49,64,50,58,49,34,53,67,84,1
79,86,69,53,72,61,68,54,44,31,51,65,69,64,70,85,71,52,57,71,73,56,51,50,45,57,74,55,63,73,75,75,74,58,64,68,76,72,57,62,81,63,65,58,72,62,79,69,58,50,70,79,75,70,80,69,71,62,72,56,59,47,61,59,54,69,88,79,64,49,1
50,65,78,78,95,85,97,91,82,85,75,73,53,49,68,63,68,62,49,58,51,63,49,46,37,18,29,29,15,27,18,20,14,10,9,23,32,42,31,29,27,29,49,60,59,42,54,34,26,8,12,29,39,59,74,55,56,57,77,87,80,88,76,87,93,82,86,98,88,76,0
52,45,45,30,12,32,20,30,50,67,59,77,71,67,68,65,45,60,69,77,77,69,78,97,80,61,65,79,79,75,72,53,47,64,81,80,79,59,78,76,66,58,72,78,64,78,65,82,64,75,64,60,43,34,28,31,44,64,84,77,72,73,64,47,43,46,41,26,11,23,1
97,99,87,81,96,79,59,66,78,58,43,33,39,23,12,28,23,28,35,28,20,1,3,15,29,39,30,14,32,21,5,7,21,16,29,23,40,26,23,21,17,14,10,25,45,33,28,31,31,44,62,48,34,41,55,44,61,72,85,88,69,52,32,33,23,13,14,27,39,46,0
55,35,27,9,17,25,20,21,13,8,12,19,16,12,20,18,12,16,25,15,22,35,27,44,35,53,68,75,81,99,91,81,100,98,79,76,81,91,99,84,85,100,98,91,84,92,88,76,56,39,25,15,14,19,3,8,18,37,25,23,14,27,43,47,64,60,72,90,83,90,0
50,44,37,25,41,50,58,60,73,59,47,30,11,24,30,42,53,69,75,82,64,79,66,86,87,80,74,57,54,34,25,45,41,39,54,40,28,15,25,11,10,8,24,20,12,14,31,22,3,12,27,13,13,1,17,35,44,54,50,37,19,10,2,22,5,14,11,14,13,4,0
68,82,69,52,71,72,77,65,50,62,42,56,52,49,44,34,42,55,54,69,54,64,62,63,59,67,74,67,61,63,59,57,74,76,63,76,79,89,78,61,59,64,45,52,63,76,77,83,63,66,80,65,66,51,65,64,49,43,56,67,86,71,57,57,49,32,20,14,7,12,1
87,70,73,58,46,48,30,48,50,52,61,50,49,45,62,65,53,65,78,88,78,74,74,61,54,36,26,9,3,23,3,9,10,11,4,1,9,17,19,22,24,14,31,26,22,17,30,30,18,12,11,31,37,56,66,72,53,70,89,70,73,77,63,69,61,58,71,70,70,86,1
52,72,88,74,70,53,55,46,45,52,60,69,74,77,75,66,82,66,56,64,51,47,55,44,52,39,23,25,37,54,72,56,52,44,38,45,65,77,70,54,71,61,75,60,73,80,74,80,66,51,61,64,64,55,74,87,75,74,64,76,63,49,64,66,74,63,67,74,94,77,1
29,24,10,17,21,14,24,33,45,46,35,25,19,30,23,34,39,39,23,14,29,29,33,28,38,37,47,37,48,35,37,24,5,4,3,23,43,35,45,54,39,38,43,58,56,57,48,30,14,5,11,23,16,7,26,40,57,50,46,32,31,44,53,72,64,49,55,52,55,66,0
